created_at;tweet;favorites_count;retweet_count;tweet_text_clean;tweet_text_clean_eng
16/12/2021 12:36;b'RT @MCAOps: Satu minggu lebih pasca erupsi gunung Semeru, Front Persaudaraan Islam (FPI) kembali mendatangkan bantuan logistik kloter ke-3\xe2\x80\xa6';470;0;satu minggu leih pasca erupsi gunung semeru front persaudaraan islam fpi kembali mendatangkan bantuan logistik kelompok terbang ke 3   ;One week after the eruption of Mount Semeru, the Islamic Brotherhood Front FPI Kemali brought logistical assistance to the 3rd flying group xe2 x80 xa6
16/12/2021 12:29;b'Hadir Untuk Kemanusiaan, Satgas Polda Jateng Salurkan Bantuan Bagi Korban Erupsi Semeru\n\nSatgas Polda Jateng Peduli Bencana Alam kembali salurkan bantuan bagi korabn bencana alam Erupsi Gunung Semeru pada hari Rabu (15/12).\nVideo lengkap cek : https://t.co/zyQf88AYYX https://t.co/g4kQ4zveI0';0;1;hadir untuk kemanusiaan satgas polda jateng salurkan bantuan bagi korban erupsi semeru dan nsatgas polda jateng peduli bencana alam kembali salurkan bantuan agi korban bencana alam erupsi gunung semeru pada hari rau 15 12 nvideo lengkap cek;present for humanity Central Java Police Task Force distributes aid for Semeru eruption newspaper and Central Java Police Task Force caring for natural disasters Kemali distributes antuan agi newspaper on Mount Semeru eruption natural disaster on rau 15 12 full video check
16/12/2021 12:26;b'Kapolsek Senduro Bersama Anggota Salurkan Bantuan Kepada Warga Pengungsi Dampak Erupsi Gunung Semeru Di Wilayah Kecamatan Senduro, 15 Desember 2021 \n\n#Polripresisi\n#Divisihumaspolri\n#Humaspoldajatim \n#Polreslumajang\n#Humaspolreslumajang https://t.co/ht63g2ZyYC';0;1;kapolsek senduro bersama anggota salurkan bantuan kepada warga pengungsi dampak erupsi gunung semeru di wilayah kecamatan senduro 15 desember 2021 dan dan dan dan dan dan;The Senduro Police Chief along with members distributed aid to refugees affected by the eruption of Mount Semeru in the Senduro sub-district, December 15, 2021 and and and and and and
16/12/2021 12:21;b'Bantuan tersebut diserahkan melalui pemda kabupaten Lumajang https://t.co/1sxNP6atjG';1;1;bantuan terseut diserahkan melalui pemerintah daerah kabupaten lumajang;The assistance was handed over through the Lumajang district government
16/12/2021 12:18;b'RT @amrudinnejad__: Bersama BPBD dan NU Peduli, Banser Tanggap Bencana Kabupaten Pasuruan menyalurkan bantuan untuk korban Erupsi Gunung Se\xe2\x80\xa6';6;0;bersama bpbd dan nu peduli banser tanggap bencana kabupaten pasuruan menyalurkan bantuan untuk korban erupsi gunung se   ;together with BPBD and NU Caring for Disaster Response Banser, Pasuruan Regency, distributed donations for the Mount Eruption Newspaper SE xe2 x80 xa6
16/12/2021 11:58;b'PT Sucofindo (Persero) peduli terhadap korban bencana erupsi Gunung Semeru di Kabupaten Lumajang, Jawa Timur. Kepedulian Sucofindo dilakukan melalui pemberian bantuan uang tunai, pembangunan infrastruktur air bersih, dan fasilitas mandi, cuci, kakus (MCK) guna meringankan beban https://t.co/APKJb4VfrY';0;0;pt sucofindo persero peduli terhadap korban bencana erupsi gunung semeru di kabupaten lumajang jawa timur kepedulian sucofindo dilakukan melalui pemerian bantuan uang tunai pemangunan infrastruktur air ersih dan fasilitas mandi cuci kakus mck guna meringankan ean;PT Sucofindo Persero cares for the Mount Semeru eruption Encana newspaper in Lumajang Regency, East Java, Sucofindo's concern is carried out through the distribution of cash payments for the construction of clean water infrastructure and toilet facilities to reduce Ean.
16/12/2021 11:57;b'Penyerahan bantuan disaksikan Wakil Presiden Maruf Amin https://t.co/chZ7CPAQ2R';0;1;penyerahan bantuan disaksikan wakil presiden maruf amin;The handover was witnessed by the vice president, Maruf Amin
16/12/2021 11:47;b'Balitbangtan kirimkan bantuan pakan hijauan sorgum untuk ternak korban erupsi semeru ke Kabupaten Lumajang. Selain itu, Puslitbangnak berinisiasi menggelar Focus Group Discussion RPIK Model Bisnis Sorgum Sapi..\n\n#inovasiuntuknegeri\n#inovasitiadahenti\n\nhttps://t.co/WSatCZPIBl';0;0;balitangtan kirimkan bantuan pakan hijauan sorgum untuk ternak korban erupsi semeru ke kabupaten lumajang selain itu puslitangnak erinisiasi menggelar focus group discussion rpik model bisnis sorgum sapi dan dan dan dan dan;toddlers sent sorghum forage feed for livestock Semeru eruption newspaper to Lumajang district. In addition, the initiating Center for Research and Development held a focus group discussion on the RPIK business model for beef sorghum and and and and and
16/12/2021 11:45;"b""RT @TrekkingSierra: Hari Ahad (12/12) DPD FPI Jawa Tengah melalui KH Rofi'i dan Ustadz Amir menyerahkan bantuan uang tunai untuk kloter 1 b\xe2\x80\xa6""";38;0;hari ahad 12 12 dpd fpi jawa tengah melalui kh rofi i dan ustadz amir menyerahkan bantuan uang tunai untuk kelompok terbang 1   ;Sunday 12 12 dpd fpi central java through kh rofi i and ustadz amir handed over cash assistance for flying group 1 xe2 x80 xa6
16/12/2021 11:43;b'RT @tvr_parlemen: Warta Parlemen - KOMISI III DPR RI Salurkan Bantuan Korban Erupsi Gunung Semeru\n\nKomisi III DPR RI Salurkan Paket Bantuan\xe2\x80\xa6';1;0;warta parlemen komisi iii dpr ri salurkan bantuan korban erupsi gunung semeru dan nkomisi iii dpr ri salurkan paket bantuan   ;Parliamentary News Commission III DPR RI distributes aid packages for Mount Semeru eruption and Nkomisi III DPR RI distributes aid packages xe2 x80 xa6
16/12/2021 11:39;b'RT @Lelaki_5unyi: FPI SURABAYA KIRIM RELAWAN DAN BANTUAN UNTUK KORBAN ERUPSI SEMERU https://t.co/2JKm7zyF2p';93;0;fpi surabaya kirim relawan dan bantuan untuk korban erupsi semeru;FPI Surabaya sends volunteers and assistance for victims of the Semeru eruption
16/12/2021 11:38;b'RT @Gojekmilitan: Alhamdulillah\n\nSelain Pengobatan Gratis Tim Medis Sahabat Gomil Juga menyerahkan Bantuan Logistik Untuk Warga Korban Erup\xe2\x80\xa6';30;0;alhamdulillah dan nselain pengoatan gratis tim medis sahabat gomil juga menyerahkan bantuan logistik untuk warga korban erup   ;Thank God and in addition to free treatment, the medical team of friends of Gomil also provided logistical assistance for the residents of the Erup Xe2 x80 xa6 newspaper
16/12/2021 11:38;b'RT @MelukisSunyi: Hari ini, Kamis (9/12/2021) DPW FPI Gresik bersama elemen lainnya membagikan bantuan logistik, sembako, pakaian dan lain-\xe2\x80\xa6';33;0;hari ini kamis 9 12 2021 dpw fpi gresik ersama elemen lainnya memagikan bantuan logistik semako pakaian dan lain   ;today thursday 9 12 2021 dpw fpi gresik and other elements share logistics assistance for clothing and other supplies xe2 x80 xa6
16/12/2021 11:36;b'RT @Official_Ansor: Banser Boyolali Salurkan Bantuan untuk Korban Erupsi Semeru \n\nErupsi Gunung Semeru di Kabupaten Lumajang pada Sabtu (04\xe2\x80\xa6';14;0;banser boyolali salurkan bantuan untuk korban erupsi semeru dan nerupsi gunung semeru di kabupaten lumajang pada satu 04   ;Banser Boyolali distributes aid for the Semeru eruption newspaper and Mount Semeru eruption in Lumajang Regency on one 04 xe2 x80 xa6
16/12/2021 11:34;b'RT @AbanggSayur: Bantuan pakan ternak korban erupsi gunung Semeru.. https://t.co/rVPZrSEdIO';19;0;bantuan pakan ternak korban erupsi gunung semeru;mount semeru eruption newspaper for animal feed
16/12/2021 11:34;b'RT @MCAOps: Giliran Front Persaudaraan Islam (FPI) Klaten mengirimkan bantuan bagi korban erupsi Gunung Semeru berupa kebutuhan makanan pok\xe2\x80\xa6';742;0;giliran front persaudaraan islam fpi klaten mengirimkan bantuan agi korban erupsi gunung semeru berupa keutuhan makanan pok   ;It is the turn of the Islamic Brotherhood Front, FPI Klaten, to send antuan agi to the Mount Semeru eruption newspaper, e.g. food integrity, Pok xe2 x80 xa6
16/12/2021 11:32;"b""RT @_rasakoe: Hari ini, Jum'at (10/12) Habib Alwi Baraqbah bersama Relawan HILMI FPI, Alhasby dan lainnya menyalurkan berbagai bantuan logi\xe2\x80\xa6""";37;0;hari ini jum at 10 12 hai alwi baraqah ersama relawan hilmi fpi alhasy dan lainnya menyalurkan eragai bantuan logi   ;today friday 10 12 hi alwi baraqah together with hilmi fpi volunteers alhasy and others channeling eragai antuan logi xe2 x80 xa6
16/12/2021 11:30;b'RT @MCAOps: Hari ini, Ahad (12/12) PA 212 menyerahkan bantuan berupa paket tempat tidur yaitu kasur, bantal guling dan tikar serta sembako\xe2\x80\xa6';218;0;hari ini ahad 12 12 apa 212 menyerahkan bantuan berupa paket tempat tidur yaitu kasur antal guling dan tikar serta semako   ;today sunday 12 12 or 212 handed over assistance in the form of a bed package, namely mattresses and pillows and mats and shrubs xe2 x80 xa6
16/12/2021 11:30;b'Posko Bantuan SiCepat untuk Korban Erupsi\xc2\xa0Semeru https://t.co/6pk1F0SBy1';0;0;posko bantuan sicepat untuk korban erupsi  semeru;Sicepat help post for the eruption newspaper xc2 xa0semeru
16/12/2021 11:28;b'HAB ke-76, Menag Serahkan Rp1M Bantuan Erupsi Semeru \xe2\x80\x94 Nusakini https://t.co/FvOyoR6fMi';0;0;hab ke 76 menag serahkan rp1m bantuan erupsi semeru    nusakini;76th hab
16/12/2021 11:17;b'Bersama BPBD dan NU Peduli, Banser Tanggap Bencana Kabupaten Pasuruan menyalurkan bantuan untuk korban Erupsi Gunung Semeru tahap 2 di Posko Balai Desa Supit Urang, Pronojiwo, Lumajang #BanserTanggapBencana https://t.co/eQDummTgTG';6;17;bersama bpbd dan nu peduli banser tanggap bencana kabupaten pasuruan menyalurkan bantuan untuk korban erupsi gunung semeru tahap 2 di posko balai desa supit saya pronojiwo lumajang;together with BPBD and NU Caring for Disaster Response Banser, Pasuruan Regency, distributed donations for the Mount Semeru eruption newspaper stage 2 at the Supit Village Hall post, I Pronojiwo Lumajang
16/12/2021 11:14;b'RT @kemendagri: Teman Praja, Kemendagri kembali mengirimkan bantuan gelombang ketiga serta menerjunkan Tim Pendampingan untuk membantu jala\xe2\x80\xa6';2;0;teman praja kemendagri kembali mengirimkan bantuan gelomang ketiga serta menerjunkan tim pendampingan untuk membantu jala   ;Friends of the Ministry of Home Affairs, Kemali, sent a third wave of assistance and sent a mentoring team to assist nets xe2 x80 xa6
16/12/2021 11:05;b'PPP Jombang Kirim Bantuan untuk warga Terdampak Erupsi Gunung Semeru https://t.co/CBnEaou6Hq #Berita #Terkini #News #beritajatim #Jatim';0;0;ppp jomang kirim bantuan untuk warga terdampak erupsi gunung semeru;PPP Jomang sends aid to residents affected by the eruption of Mount Semeru
16/12/2021 11:01;"b'Gunung Semeru erupsi beberapa hari lalu. Apa kabar rumah, mata pencaharian, ternak?\n\nSemoga warga direlokasi &amp; mdpt bantuan dari pemerintah. \n\nWalau saat erupsi bisa membuat cemas, ternyata, ada manfaatnya lho #gunungberapi.\nApa saja? https://t.co/rEQ40jGdxL\n\n#GunungSemeru #Alam https://t.co/aNPcpg2iQy'";0;1;gunung semeru erupsi eerapa hari lalu apa kaar rumah mata pencaharian ternak dan nsemoga warga direlokasi amp mdpt bantuan dari pemerintah dan nwalau saat erupsi isa membuat cemas ternyata ada manfaatnya lho kenapa saja;Mount Semeru erupted a few days ago, what is the root of the house for livestock livelihoods and I hope the residents are relocated & get help from the government and even though the Isa eruption caused concern, it turns out that there are benefits, you know why
16/12/2021 10:44;b'Peduli Penyintas Erupsi Semeru, PLC Salurkan Bantuan Berupa Uang Tunai https://t.co/dWTGEEwRK5';0;0;peduli penyintas erupsi semeru plc salurkan bantuan bberupa uang tunai;care for survivors of the Semeru eruption plc distributes assistance in the form of cash
16/12/2021 10:43;b'Warta Parlemen - KOMISI III DPR RI Salurkan Bantuan Korban Erupsi Gunung Semeru\n\nKomisi III DPR RI Salurkan Paket Bantuan Sembako Kepada Para Korban Erupsi Abu Vulkanik Gunung Semeru, Guna Meringankan Beban Hidup, Dan Menjaga Keberlangsungan Hidup Masyarakat. https://t.co/q8EKr6ZrgN';1;1;warta parlemen komisi iii dpr ri salurkan bantuan korban erupsi gunung semeru dan nkomisi iii dpr ri salurkan paket bantuan semako kepada para korban erupsi au vulkanik gunung semeru guna meringankan bean hidup dan menjaga keerlangsungan hidup masyarakat;Parliamentary News Commission III DPR RI distributes assistance to Mount Semeru eruption newspaper and Nkomisi III DPR RI distributes economic assistance packages to newspapers for Mount Semeru's volcanic au eruption to ease the burden of life and maintain community life
16/12/2021 10:36;b'RT @setojayakarta: Alhamdulillah.\nSeseorang memberikan langsung bantuannya kepada relawan Hasmi di posko bencana, untuk di bagikan kepada w\xe2\x80\xa6';4;0;alhamdulillah nseseorang memberikan langsung bantuannya kepada relawan hasmi di posko bencana untuk di agikan kepada w   ;Thank God, someone directly gave his contribution to Hasmi volunteers at the Encana Command Post to distribute to w xe2 x80 xa6
16/12/2021 10:29;b'@ABSetyono @kemkominfo @PlateJohnny @jokowi @Aryprasetyo85 @KemensetnegRI @setkabgoid @KSPgoid BAKTI Kominfo menyerahkan bantuan logistik dan menyediakan akses internet gratis untuk mendukung kebutuhan koordinasi penanganan erupsi Gunung Semeru. @kemkominfo @PlateJohnny';0;0;bakti kominfo menyerahkan bantuan logistik dan menyediakan akses internet gratis untuk mendukung keutuhan koordinasi penanganan erupsi gunung semeru;The Ministry of Communication and Information Technology provides logistical assistance and provides free internet access to support the coordination of handling the eruption of Mount Semeru
16/12/2021 10:28;b'Sahabat, bahaya masih mengintai saudara-saudara kita di Lumajang, mari langitkan doa untuk saudara-saudara kita di sana dan kuatkan mereka dengan bantuan terbaikmu!\n\nTunaikan sedekah, melalui: https://t.co/x9hqYCQNp6\n\n#Semeru #ErupsiSemeru #IndonesiaDermawan #AksiCepatTanggap';2;5;sahabat ahaya masih mengintai saudara saudara kita di lumajang mari langitkan doa untuk saudara saudara kita di sana dan kbuatkan mereka dengan bantuan teraikmu dan ntunaikan sedekah melalui;friends ahaya is still stalking our brothers and sisters in Lumajang, let's say a prayer for our brothers and sisters there and strengthen them with your best support and give alms through
16/12/2021 10:20;b'TNI-Polri dan TLCI Serahkan Bantuan Sembako di Pengungsian Korban Erupsi Gunung\xc2\xa0Semeru https://t.co/p3cSd7EDzn';0;0;tni polri dan tlci serahkan bantuan semako di pengungsian korban erupsi gunung  semeru;TNI POLRI and TLCI hand over assistance for basic necessities at the evacuation site for Mount Eruption Newspaper XC2 XA0Semeru
16/12/2021 10:15;b'SITUASI TERKINI PASCA ERUPSI GUNUNG SEMERU\n\nBAZNAS terus mendampingi para penyintas erupsi Gunung Semeru di Kabupaten Lumajang, Jawa Timur. Simak update terbaru seputar pendistribusian bantuan untuk para penyintas bencana erupsi Gunung Semeru, per Rabu, 15 Desember 2021. https://t.co/nzIlKCYAe7';1;3;situasi terkini pasca erupsi gunung semeru dan nbaznas terus mendampingi para penyintas erupsi gunung semeru di kabupaten lumajang jawa timur simak update teraru seputar pendistribusian bantuan untuk para penyintas bencana erupsi gunung semeru per rau 15 desember 2021;the latest situation after the eruption of Mount Semeru and NBAZNAS continues to accompany survivors of the eruption of Mount Semeru in Lumajang district, East Java. Check out the latest update on distribution of funds for survivors of the Mount Semeru eruption plan as of December 15, 2021
16/12/2021 10:12;b'Teman Praja, Kemendagri kembali mengirimkan bantuan gelombang ketiga serta menerjunkan Tim Pendampingan untuk membantu jalannya pemerintahan daerah di wilayah bencana alam erupsi Gunung Semeru, Kabupaten Lumajang\n\nYuk simak bersama arahan Mendagri dalam video berikut! https://t.co/T67zccDXOB';2;5;teman praja kemendagri kembali mengirimkan bantuan gelomang ketiga serta menerjunkan tim pendampingan untuk membantu jalannya pemerintahan daerah di wilayah bencana alam erupsi gunung semeru kabupaten lumajang dan nyuk simak ersama arahan mendagri dalam video erikut;Friends of the Ministry of Home Affairs, Kemali, sent a third wave of assistance and sent a mentoring team to assist the local government in the natural disaster area for the eruption of Mount Semeru, Lumajang, and please take a close look at the instructions from the Minister of Home Affairs in the following video
16/12/2021 09:40;b'RT @infoPLK: Pemprov Kalteng serahkan bantuan kemanusiaan 7,5 miliar untuk penanganan dampak erupsi Gunung Semeru. https://t.co/UOc9iSL4BQ';2;0;pemerintah provinsi kalteng serahkan bantuan kemanusiaan 7 5 miliar untuk penanganan dampak erupsi gunung semeru;Central Kalimantan provincial government handed over 7-5 billion humanitarian aid for handling the impact of the eruption of Mount Semeru
16/12/2021 09:35;b'RT @picknava777: Mohon bantuan Doa teman2, kami segenap relawan semoga di beri keselamatan, Erupsi #Semeru masih berkelanjutan. #semeruerup\xe2\x80\xa6';2;0;mohon bantuan doa teman 2 kami segenap relawan semoga di eri keselamatan erupsi masih erkelanjutan   ;We ask for the help of our friends, all of our volunteers, hopefully the eruption safety series will continue xe2 x80 xa6
16/12/2021 09:20;b'Bantuan logistik yang dikerahkan ke lokasi bencana antara lain berupa obat-obatan bagi pengungsi yang berada di camp pengungsian.  Obat-obatan ini diperlukan untuk mengobati penderita luka bakar yang terpapar erupsi.';0;0;bantuan logistik yang dikerahkan ke lokasi bencana antara lain berupa oat oatan agi pengungsi yang erada di camp pengungsian oat oatan ini diperlukan untuk mengoati penderita luka akar yang terpapar erupsi;logistical assistance that was deployed to the disaster area, among others, in the form of oats for refugees who were in the refugee camps, these oats were needed to treat sufferers of root wounds exposed to the eruption.
16/12/2021 09:11;b'Wali Kota Semarang, Hendrar Prihadi bergerak mengirimkan bantuan bagi para korban terdampat erupsi Gunung Semeru.\n\nhttps://t.co/708MIvDRdU #pdiperjuangan';0;0;wali kota semarang hendrar prihadi ergerak mengirimkan bantuan agi para korban terdampat erupsi gunung semeru dan dan;The Mayor of Semarang, Hendrar Prihadi, has moved to send assistance to newspapers affected by the eruption of Mount Semeru and
16/12/2021 09:07;b'RT @partaigeloraid: \xf0\x9f\x8e\xa5 Pengiriman Bantuan Logistik dan Relawan Gelora Semarang ke Lokasi Bencana Erupsi Gunung Semeru\n\nSaksikan di GeloraTV\xe2\x80\xa6';3;0;  e  pengiriman bantuan logistik dan relawan gelora semarang ke lokasi bencana erupsi gunung semeru dan nsaksikan di geloratv   ;xf0 x9f x8e xa5 sending logistical assistance and volunteers at Gelora Semarang to the location of the Mount Semeru eruption disaster and watching it on GeloraTV xe2 x80 xa6
16/12/2021 09:02;b'Kemenag serahkan bantuan Rp1 miliar untuk korban erupsi Semeru https://t.co/FPt4fU2rXj';0;0;kemenag serahkan bantuan rp1 miliar untuk korban erupsi semeru;Ministry of Religion hands over Rp1 billion for the Semeru eruption newspaper
16/12/2021 09:00;b'RT @ansor_bangkalan: Bantuan Satkorwil Banser Jatim Untuk Korban Erupsi Semeru \n\nSemoga dapat meringankan Beban para korban bencana\n\n#Banse\xe2\x80\xa6';15;0;bantuan satkorwil banser jatim untuk korban erupsi semeru dan nsemoga dapat meringankan bean para korban bencana dan dan   ;the assistance of the East Java Regional Police Unit for the Semeru eruption newspaper and hopefully it can ease the burden of the Encana newspapers and xe2 x80 xa6
16/12/2021 08:54;b'Sobat BUMN, \nJasa Marga peduli masyarakat yang terdampak erupsi Gunung Semeru dengan menyalurkan bantuan sebagai salah satu bentuk Tanggung Jawab Sosial dan Lingkungan Perusahaan.\n\n#JasaMargaBantuSemeru https://t.co/YNPK88w3J5';0;0;soat bumn njasa marga peduli masyarakat yang terdampak erupsi gunung semeru dengan menyalurkan bantuan seagai salah satu entuk tanggung jawa sosial dan lingkungan perusahaan dan dan;Soat BUMN njasa marga cares for the community affected by the eruption of Mount Semeru by distributing donations as a form of corporate social and environmental responsibility and and
16/12/2021 08:22;b'RT @DitjenPajakRI: Penyaluran bantuan @KemenkeuRI Peduli untuk warga terdampak erupsi Gunung Semeru oleh para pegawai @pajaklumajang dan pe\xe2\x80\xa6';85;0;penyaluran bantuan peduli untuk warga terdampak erupsi gunung semeru oleh para pegawai dan pe   ;distribution of care assistance for residents affected by the eruption of Mount Semeru by employees and PE xe2 x80 xa6
16/12/2021 08:05;b'RT @lumajangsatu1: Bantuan Korban Erupsi Semeru Terkumpul 8 Miliar di BAZNAS Lumajang\n\nhttps://t.co/MLfcizeZ0o';5;0;bantuan korban erupsi semeru terkumpul 8 miliar di baznas lumajang dan dan;8 billion in aid from the Semeru eruption newspaper has been collected in the Lumajang and Danish National Baznas
16/12/2021 08:00;b'RT @Mas_Iwaan: Hari ini BALAWANGI dan JAMAN salurkan bantuan untuk korban Erupsi Gunung Semeru. Dari informasi terbaru rekan2 sudah meningg\xe2\x80\xa6';1;0;hari ini balawangi dan jaman salurkan bantuan untuk korban erupsi gunung semeru dari informasi teraru rekan 2 sudah meningg   ;Today, Balawangi and the time of channeling donations for the Mount Semeru eruption newspaper, from the latest information, colleague 2 has died xe2 x80 xa6
16/12/2021 08:00;b'Alhamdulillah.\nSeseorang memberikan langsung bantuannya kepada relawan Hasmi di posko bencana, untuk di bagikan kepada warga yang terdampak bencana erupsi Gunung Semeru.\n\nSemangat terus berbagi kebaikan untuk orang lain.\n\xf0\x9f\x99\x8f \xf0\x9f\x98\x8a\n\n#SenangMelihatOrangaLainTersenyum\xf0\x9f\x98\x8a https://t.co/sky06TXafa';4;9;alhamdulillah nseseorang memberikan langsung bantuannya kepada relawan hasmi di posko bencana untuk di agikan kepada warga yang terdampak bencana erupsi gunung semeru dan nsemangat terus eragi keaikan untuk orang lain dan        a dan dan    a;Thank God, someone directly gave his contribution to Hasmi volunteers at the Encana Command Post to distribute to residents affected by the Mount Semeru eruption and are enthusiastic to continue to promote kindness for others and xf0 x9f x99 x8f xf0 x9f x98 x8a and xf0 x9f x98 x8a
16/12/2021 08:00;b'Hari ini BALAWANGI dan JAMAN salurkan bantuan untuk korban Erupsi Gunung Semeru. Dari informasi terbaru rekan2 sudah meninggalkan TKP sebelum erupsi susulan. https://t.co/yW8QDAaULN';1;1;hari ini balawangi dan jaman salurkan bantuan untuk korban erupsi gunung semeru dari informasi teraru rekan 2 sudah meninggalkan tkp seelum erupsi susulan;today Balawangi and the time of channeling antuan for the Mount Semeru eruption newspaper from the latest information, colleague 2 has left the scene before the next eruption
